CL State,CL Region,CL District,Housing Category,Title,URL,Date Posted,Time Posted,Price,Location,Area,Num Time,Title Key
California,sfbay,sby,rooms & shares,Spacious Room for Rent,https://sfbay.craigslist.org/sby/roo/d/spacious-room-for-rent/6975630515.html,2019-09-10,10:11,560.0,san jose east,None,,
California,sfbay,eby,rooms & shares,Nice Room & Private Bathroom                     (Mountain House City),https://sfbay.craigslist.org/eby/roo/d/tracy-nice-room-private-bathroom/6975612171.html,2019-09-10,09:52,720.0,dublin / pleasanton / livermore,None,,
California,sfbay,eby,rooms & shares,Carto(s) de renta-casa de 6 cuartos-Utilidades incluidas,https://sfbay.craigslist.org/eby/roo/d/hayward-cartos-de-renta-casa-de-6/6969144363.html,2019-09-10,09:19,750.0,hayward / castro valley,None,,
California,sfbay,eby,rooms & shares,Room(s) for rent-6BR house-Utilities included,https://sfbay.craigslist.org/eby/roo/d/hayward-rooms-for-rent-6br-house/6968291309.html,2019-09-10,09:19,750.0,hayward / castro valley,None,,
California,sfbay,sfc,rooms & shares,Remodeled private room for rent,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-remodeled-private-room/6969171577.html,2019-09-10,09:32,900.0,bayview,None,,
California,sfbay,sby,rooms & shares,COZY ROOM**FEMALE ONLY**CAT OK,https://sfbay.craigslist.org/sby/roo/d/sunnyvale-cozy-roomfemale-onlycat-ok/6972308610.html,2019-09-10,09:29,790.0,sunnyvale,110ft2,,
California,sfbay,sby,rooms & shares,Commuter Room Available - Central San Jose,https://sfbay.craigslist.org/sby/roo/d/san-jose-commuter-room-available/6975585202.html,2019-09-10,09:24,535.0,san jose,112ft2,,
California,sfbay,eby,rooms & shares,Home share - Mountain House - Available Now!!,https://sfbay.craigslist.org/eby/roo/d/tracy-home-share-mountain-house/6972929256.html,2019-09-10,08:07,650.0,dublin / pleasanton / livermore,3000ft2,,
California,sfbay,pen,rooms & shares,Flight Attendant/Student Room!,https://sfbay.craigslist.org/pen/roo/d/san-mateo-flight-attendant-student-room/6971264629.html,2019-09-10,08:37,650.0,san mateo,None,,
California,sfbay,sby,rooms & shares,large nice room available for rent,https://sfbay.craigslist.org/sby/roo/d/san-jose-large-nice-room-available-for/6975557602.html,2019-09-10,08:55,800.0,san jose east,250ft2,,
California,sfbay,sby,rooms & shares,"Private room for rent in San Jose, near big tech companies.",https://sfbay.craigslist.org/sby/roo/d/san-jose-private-room-for-rent-in-san/6971143432.html,2019-09-10,08:25,750.0,san jose north,None,,
California,sfbay,sfc,sublets & temporary,"$600 Per week, Beautiful Sunny Bedroom in Large Victorian Flat",https://sfbay.craigslist.org/sfc/sub/d/san-francisco-600-per-week-beautiful/6964726274.html,2019-09-10,07:05,600.0,nob hill,None,,
California,sfbay,sfc,rooms & shares,亁凈温暖房间 Nice furnished room,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-nice-furnished-room/6975444434.html,2019-09-10,06:41,895.0,sunset / parkside,None,,
California,sfbay,eby,rooms & shares,MATURE PROFESSIONAL WELCOMED -  CLEAN / QUITE/TRANQUIL HOME,https://sfbay.craigslist.org/eby/roo/d/antioch-mature-professional-welcomed/6975375359.html,2019-09-10,05:05,550.0,pittsburg / antioch,None,,
California,sfbay,sfc,rooms & shares,i have a private room/bath available in San Francisco,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-have-private-room-bath/6975361804.html,2019-09-10,02:17,900.0,mission district,980ft2,,
California,sfbay,eby,rooms & shares,Room in Mountain House,https://sfbay.craigslist.org/eby/roo/d/tracy-room-in-mountain-house/6968247292.html,2019-09-09,23:25,700.0,dublin / pleasanton / livermore,120ft2,,
California,sfbay,nby,rooms & shares,3 Bedroom 1 Bath House Near Civic Center,https://sfbay.craigslist.org/nby/roo/d/san-rafael-3-bedroom-1-bath-house-near/6975345521.html,2019-09-09,23:08,700.0,san rafael,144ft2,,
California,sfbay,eby,rooms & shares,Country Home on 5 Acres_Stunning Views,https://sfbay.craigslist.org/eby/roo/d/penn-valley-country-home-on-5/6975342120.html,2019-09-09,22:47,595.0,penn valley,2148ft2,,
California,sfbay,eby,rooms & shares,Newly remodeled rooms For rent starting at $650,https://sfbay.craigslist.org/eby/roo/d/vallejo-newly-remodeled-rooms-for-rent/6975336230.html,2019-09-09,22:14,650.0,vallejo / benicia,None,,
California,sfbay,nby,rooms & shares,Room for Rent in Convenient Location (Se Renta Cuarto),https://sfbay.craigslist.org/nby/roo/d/napa-room-for-rent-in-convenient/6971701506.html,2019-09-09,22:15,800.0,napa county,None,,
California,sfbay,sfc,rooms & shares,Large Room in Outer Sunset,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-large-room-in-outer-sunset/6975331514.html,2019-09-09,22:03,800.0,sunset / parkside,None,,
California,sfbay,eby,rooms & shares,Room For Rent,https://sfbay.craigslist.org/eby/roo/d/fairfield-room-for-rent/6972528050.html,2019-09-09,21:41,700.0,fairfield / vacaville,None,,
California,sfbay,pen,rooms & shares,雅房分租,https://sfbay.craigslist.org/pen/roo/d/-/6975328842.html,2019-09-09,21:40,850.0,san mateo,None,,
California,sfbay,sfc,rooms & shares,Three rooms available. Female only,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-three-rooms-available/6975326674.html,2019-09-09,21:31,780.0,sunset / parkside,None,,
California,sfbay,eby,rooms & shares,2 Rooms for rent $700 each,https://sfbay.craigslist.org/eby/roo/d/antioch-2-rooms-for-rent-700-each/6969333399.html,2019-09-09,20:37,700.0,antioch,None,,
California,sfbay,eby,rooms & shares,★ FURNISHED ROOM FOR RENT INCLUDES INTERNET,https://sfbay.craigslist.org/eby/roo/d/fremont-furnished-room-for-rent/6964430081.html,2019-09-09,20:19,700.0,fremont / union city / newark,None,,
California,sfbay,nby,rooms & shares,Beautiful master bedroom,https://sfbay.craigslist.org/nby/roo/d/santa-rosa-beautiful-master-bedroom/6975309512.html,2019-09-09,20:30,800.0,santa rosa,None,,
California,sfbay,sby,rooms & shares,Furnished bright room with own bath - For commuter of short term stay,https://sfbay.craigslist.org/sby/roo/d/san-jose-furnished-bright-room-with-own/6972213498.html,2019-09-09,20:51,800.0,san jose north,200ft2,,
California,sfbay,sby,rooms & shares,Private room,https://sfbay.craigslist.org/sby/roo/d/san-jose-private-room/6975311042.html,2019-09-09,20:34,750.0,san jose downtown,None,,
California,sfbay,sby,rooms & shares,單房出租 -近 Mitsuwa SuperMarket,https://sfbay.craigslist.org/sby/roo/d/san-jose-mitsuwa-supermarket/6965144274.html,2019-09-09,20:33,700.0,san jose west,None,,
California,sfbay,sby,rooms & shares,$800 Cuarto GRANDE de Renta-compartir bano*$800* por mes/Room for rent,https://sfbay.craigslist.org/sby/roo/d/gilroy-800-cuarto-grande-de-renta/6975300293.html,2019-09-09,20:04,800.0,gilroy,None,,
California,sfbay,eby,rooms & shares,Room available in Lathrop (Utilities Included),https://sfbay.craigslist.org/eby/roo/d/lathrop-room-available-in-lathrop/6975276327.html,2019-09-09,19:04,700.0,dublin / pleasanton / livermore,144ft2,,
California,sfbay,nby,rooms & shares,Sunny garden room,https://sfbay.craigslist.org/nby/roo/d/petaluma-sunny-garden-room/6975297917.html,2019-09-09,19:58,650.0,petaluma,None,,
California,sfbay,nby,rooms & shares,room for rent in bennett valley,https://sfbay.craigslist.org/nby/roo/d/santa-rosa-room-for-rent-in-bennett/6960397358.html,2019-09-09,19:40,775.0,santa rosa,187ft2,,
California,sfbay,nby,sublets & temporary,Short term sublet in Charming Cottage in Woodacre Near Fairfax,https://sfbay.craigslist.org/nby/sub/d/woodacre-short-term-sublet-in-charming/6960433362.html,2019-09-09,18:11,723.0,fairfax,None,,
California,sfbay,sfc,sublets & temporary,Fully furnished bedroom near Dolores Park,https://sfbay.craigslist.org/sfc/sub/d/san-francisco-fully-furnished-bedroom/6971128015.html,2019-09-09,18:41,650.0,noe valley,None,,
California,sfbay,sfc,rooms & shares,Private Fully Furnished Bedroom - Great for Students!,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-private-fully-furnished/6958105390.html,2019-09-09,18:25,850.0,visitacion valley,120ft2,,
California,sfbay,eby,rooms & shares,One unfurnished br available in recently build house. Walk to Bart,https://sfbay.craigslist.org/eby/roo/d/one-unfurnished-br-available-in/6970562809.html,2019-09-09,17:38,750.0,concord / pleasant hill / martinez,None,,
California,sfbay,sby,rooms & shares,$775 room for rent - easy access to Great mall and 680,https://sfbay.craigslist.org/sby/roo/d/san-jose-775-room-for-rent-easy-access/6975238809.html,2019-09-09,17:53,775.0,san jose north,130ft2,,
California,sfbay,sby,rooms & shares,1 room available for rent,https://sfbay.craigslist.org/sby/roo/d/san-jose-1-room-available-for-rent/6975221020.html,2019-09-09,17:16,800.0,san jose south,180ft2,,
California,sfbay,sby,rooms & shares,Furnished Room for Rent,https://sfbay.craigslist.org/sby/roo/d/san-jose-furnished-room-for-rent/6972952178.html,2019-09-09,17:06,700.0,san jose east,None,,
California,sfbay,scz,rooms & shares,Room for Rent Available now!,https://sfbay.craigslist.org/scz/roo/d/freedom-room-for-rent-available-now/6962024185.html,2019-09-09,17:53,700.0,watsonville,None,,
California,sfbay,eby,rooms & shares,Looking for a quiet professional Roomate,https://sfbay.craigslist.org/eby/roo/d/vallejo-looking-for-quiet-professional/6975164274.html,2019-09-09,16:00,750.0,vallejo / benicia,None,,
California,sfbay,nby,rooms & shares,Rincon Valley-Room for Rent-Furnished with Patio,https://sfbay.craigslist.org/nby/roo/d/santa-rosa-rincon-valley-room-for-rent/6971511098.html,2019-09-09,16:46,800.0,santa rosa,None,,
California,sfbay,nby,rooms & shares,Cozy bedroom in young professional house,https://sfbay.craigslist.org/nby/roo/d/san-rafael-cozy-bedroom-in-young/6975197505.html,2019-09-09,16:38,800.0,san rafael,None,,
California,sfbay,pen,rooms & shares,Room for rent with friendly senior citizen roommate,https://sfbay.craigslist.org/pen/roo/d/mountain-view-room-for-rent-with/6966805598.html,2019-09-09,16:45,800.0,mountain view,15ft2,,
California,sfbay,sby,rooms & shares,Room for rent in family home,https://sfbay.craigslist.org/sby/roo/d/san-jose-room-for-rent-in-family-home/6975198480.html,2019-09-09,16:39,700.0,san jose downtown,110ft2,,
California,sfbay,scz,rooms & shares,Se renta cuarto,https://sfbay.craigslist.org/scz/roo/d/watsonville-se-renta-cuarto/6972830418.html,2019-09-09,16:20,800.0,watsonville,None,,
California,sfbay,eby,rooms & shares,Low rent for live-in dog sitter in nice home,https://sfbay.craigslist.org/eby/roo/d/concord-low-rent-for-live-in-dog-sitter/6975169379.html,2019-09-09,15:56,700.0,concord / pleasant hill / martinez,100ft2,,
California,sfbay,sby,rooms & shares,舒適大房間,https://sfbay.craigslist.org/sby/roo/d/san-jose/6975156109.html,2019-09-09,15:51,690.0,san jose north,140ft2,,
California,sfbay,sby,rooms & shares,"Townhouse has Room for Rent with WiFi, Cable & Utilities - $700",https://sfbay.craigslist.org/sby/roo/d/san-jose-townhouse-has-room-for-rent/6971755219.html,2019-09-09,15:39,700.0,san jose north,None,,
California,sfbay,sby,rooms & shares,Affordable room to rent,https://sfbay.craigslist.org/sby/roo/d/san-jose-affordable-room-to-rent/6975150465.html,2019-09-09,15:28,700.0,san jose south,None,,
California,sfbay,sby,rooms & shares,Furnished private Room & Bath near VTA[Commuter only],https://sfbay.craigslist.org/sby/roo/d/san-jose-furnished-private-room-bath/6971758814.html,2019-09-09,15:25,800.0,san jose south,None,,
California,sfbay,sby,rooms & shares,Furnished Private Room with shared bathroom for rent,https://sfbay.craigslist.org/sby/roo/d/san-jose-furnished-private-room-with/6971119966.html,2019-09-09,15:24,795.0,san jose north,200ft2,,
California,sfbay,sby,rooms & shares,Affordable Room Ready for Move-In (Female Preferred),https://sfbay.craigslist.org/sby/roo/d/san-jose-affordable-room-ready-for-move/6975136233.html,2019-09-09,15:09,600.0,san jose west,100ft2,,
California,sfbay,nby,rooms & shares,Room for rent in 4 bedroom 2 bath home,https://sfbay.craigslist.org/nby/roo/d/san-rafael-room-for-rent-in-4-bedroom-2/6967220979.html,2019-09-09,14:58,800.0,san rafael,None,,
California,sfbay,sfc,rooms & shares,"5room for rent, central location, quiet available now, 9/8,11/1/1",https://sfbay.craigslist.org/sfc/roo/d/san-francisco-5room-for-rent-central/6967220601.html,2019-09-09,14:29,588.0,financial district,90ft2,,
California,sfbay,sfc,rooms & shares,Furnished Commuter (part-time) Room Available,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-furnished-commuter-part/6975089727.html,2019-09-09,14:12,800.0,lower haight,None,,
California,sfbay,sby,rooms & shares,Furnished Bedroom$800,https://sfbay.craigslist.org/sby/roo/d/san-jose-furnished-bedroom800/6975111502.html,2019-09-09,14:44,800.0,san jose west,156ft2,,
California,sfbay,sby,rooms & shares,Loving House looking for a young and prof. Roommate,https://sfbay.craigslist.org/sby/roo/d/san-jose-loving-house-looking-for-young/6975112126.html,2019-09-09,14:38,700.0,san jose south,None,,
California,sfbay,sby,rooms & shares,"Shared Bedroom $700, near De Anza College",https://sfbay.craigslist.org/sby/roo/d/cupertino-shared-bedroom-700-near-de/6969841128.html,2019-09-09,14:37,700.0,cupertino,144ft2,,
California,sfbay,scz,rooms & shares,"Very large bedroom in Corralitos home, $800/mo",https://sfbay.craigslist.org/scz/roo/d/freedom-very-large-bedroom-in/6975119348.html,2019-09-09,14:47,800.0,aptos,194ft2,,
California,sfbay,sfc,sublets & temporary,Soma sublease sept26-oct14,https://sfbay.craigslist.org/sfc/sub/d/san-francisco-soma-sublease-sept26-oct14/6975037102.html,2019-09-09,13:12,616.0,soma / south beach,None,,
California,sfbay,eby,rooms & shares,Bedroom for Rent in 2bd/1ba in great location,https://sfbay.craigslist.org/eby/roo/d/vacaville-bedroom-for-rent-in-2bd-1ba/6968740627.html,2019-09-09,13:26,725.0,fairfield / vacaville,None,,
California,sfbay,eby,rooms & shares,One room available-Tracy,https://sfbay.craigslist.org/eby/roo/d/tracy-one-room-available-tracy/6973047656.html,2019-09-09,13:01,600.0,dublin / pleasanton / livermore,121ft2,,
California,sfbay,pen,rooms & shares,Furnished Commuter Room Down Town Menlo Park,https://sfbay.craigslist.org/pen/roo/d/menlo-park-furnished-commuter-room-down/6970569795.html,2019-09-09,13:16,800.0,menlo park,None,,
California,sfbay,pen,rooms & shares,Sml. Master Bedroom in Restored Farmhouse,https://sfbay.craigslist.org/pen/roo/d/atherton-sml-master-bedroom-in-restored/6972156877.html,2019-09-09,13:01,785.0,redwood city,None,,
California,sfbay,sby,rooms & shares,"BEAUTIFUL ROOM IN CALM, QUIET HOME - FEMALE ONLY",https://sfbay.craigslist.org/sby/roo/d/san-jose-beautiful-room-in-calm-quiet/6975047590.html,2019-09-09,13:24,800.0,san jose south,None,,
California,sfbay,sby,rooms & shares,Private room is gorgeous two story home,https://sfbay.craigslist.org/sby/roo/d/campbell-private-room-is-gorgeous-two/6975042207.html,2019-09-09,13:18,775.0,campbell,2800ft2,,
California,sfbay,nby,sublets & temporary,"Two Private Hill Side Tents, CLOSE TO A.DESK, D.COLL, M. GEN, KAI",https://sfbay.craigslist.org/nby/sub/d/greenbrae-two-private-hill-side-tents/6969931440.html,2019-09-09,12:25,650.0,san rafael,150ft2,,
California,sfbay,sby,sublets & temporary,12 X 11 room for rent - short term,https://sfbay.craigslist.org/sby/sub/d/santa-clara-room-for-rent-short-term/6974994228.html,2019-09-09,12:25,700.0,santa clara,132ft2,,
California,sfbay,sby,sublets & temporary,Cozy room for rent - short term,https://sfbay.craigslist.org/sby/sub/d/santa-clara-cozy-room-for-rent-short/6974988482.html,2019-09-09,12:19,700.0,santa clara,121ft2,,
California,sfbay,eby,rooms & shares,Share House in Concord,https://sfbay.craigslist.org/eby/roo/d/concord-share-house-in-concord/6974990737.html,2019-09-09,12:21,725.0,concord / pleasant hill / martinez,120ft2,,
California,sfbay,eby,rooms & shares,ROOMS FOR RENT IN VACAVILLE HOME!,https://sfbay.craigslist.org/eby/roo/d/vacaville-rooms-for-rent-in-vacaville/6972120110.html,2019-09-09,12:20,775.0,fairfield / vacaville,None,,
California,sfbay,eby,rooms & shares,Furnished Room with Kitchenette,https://sfbay.craigslist.org/eby/roo/d/brentwood-furnished-room-with/6974955306.html,2019-09-09,12:12,595.0,brentwood / oakley,None,,
California,sfbay,eby,rooms & shares,$700 Unfurnished Bedroom available in quiet house,https://sfbay.craigslist.org/eby/roo/d/700-unfurnished-bedroom-available-in/6968587424.html,2019-09-09,12:11,700.0,fairfield / vacaville,180ft2,,
California,sfbay,sfc,rooms & shares,Small private Suite  (no kitchen),https://sfbay.craigslist.org/sfc/roo/d/san-francisco-small-private-suite-no/6955864944.html,2019-09-09,12:19,900.0,portola district,96ft2,,
California,sfbay,eby,rooms & shares,1 Room in Union City 4 bdrm house available Oct 1,https://sfbay.craigslist.org/eby/roo/d/union-city-1-room-in-union-city-4-bdrm/6974955309.html,2019-09-09,11:44,700.0,fremont / union city / newark,None,,
California,sfbay,eby,rooms & shares,【房間出租】Fremont,https://sfbay.craigslist.org/eby/roo/d/fremont-fremont/6974950634.html,2019-09-09,11:39,750.0,fremont / union city / newark,110ft2,,
California,sfbay,eby,rooms & shares,**SE RENTA CUARTO $750** ROOM FOR RENT $750*** UTILITIES ARE INCLUDED,https://sfbay.craigslist.org/eby/roo/d/antioch-se-renta-cuarto-750-room-for/6954441174.html,2019-09-09,11:34,750.0,pittsburg / antioch,None,,
California,sfbay,nby,rooms & shares,Room for rent September 15,https://sfbay.craigslist.org/nby/roo/d/napa-room-for-rent-september-15/6974969256.html,2019-09-09,11:58,700.0,napa county,9ft2,,
California,sfbay,nby,rooms & shares,$700-800 Great for Students 5 bed 2 bath J Neighborhood Rooms for Rent,https://sfbay.craigslist.org/nby/roo/d/rohnert-park-great-for-students-5-bed-2/6974958519.html,2019-09-09,11:48,700.0,rohnert pk / cotati,None,,
California,sfbay,nby,rooms & shares,Monte Rio Share Rental - Furnished,https://sfbay.craigslist.org/nby/roo/d/monte-rio-monte-rio-share-rental/6974932194.html,2019-09-09,11:20,690.0,russian river,None,,
California,sfbay,sfc,rooms & shares,请问有湾区Airbnb host想加入房主互助群一起讨论吗,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-airbnb-host/6974964490.html,2019-09-09,11:53,800.0,san francisco,180ft2,,
California,sfbay,sby,rooms & shares,Room for Rent with Skylight,https://sfbay.craigslist.org/sby/roo/d/san-jose-room-for-rent-with-skylight/6972660491.html,2019-09-09,11:48,700.0,san jose south,None,,
California,sfbay,sby,rooms & shares,North San Jose 95134 雅间出租,https://sfbay.craigslist.org/sby/roo/d/san-jose-north-san-jose/6966856663.html,2019-09-09,11:19,750.0,san jose north,120ft2,,
California,sfbay,sby,rooms & shares,Nice bedroom for rent,https://sfbay.craigslist.org/sby/roo/d/nice-bedroom-for-rent/6973532494.html,2019-09-09,11:10,650.0,san jose downtown,None,,
California,sfbay,eby,rooms & shares,Concord room,https://sfbay.craigslist.org/eby/roo/d/concord-concord-room/6968975013.html,2019-09-09,10:41,675.0,concord / pleasant hill / martinez,None,,
California,sfbay,nby,rooms & shares,"Room in friendly, easy going home.",https://sfbay.craigslist.org/nby/roo/d/santa-rosa-room-in-friendly-easy-going/6974864358.html,2019-09-09,10:13,800.0,santa rosa,None,,
California,sfbay,nby,rooms & shares,Roommate to share a 2BR apartment (lanai),https://sfbay.craigslist.org/nby/roo/d/fairfax-roommate-to-share-2br-apartment/6974851368.html,2019-09-09,10:00,750.0,fairfax,None,,
California,sfbay,sfc,rooms & shares,$850 Private Room,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-850-private-room/6970970439.html,2019-09-09,10:05,850.0,ingleside / sfsu / ccsf,None,,
California,sfbay,sby,rooms & shares,basement level studio apartment in our row house,https://sfbay.craigslist.org/sby/roo/d/mill-valley-basement-level-studio/6974867438.html,2019-09-09,10:53,500.0,"5702 conzelman rd,",1600ft2,,
California,sfbay,eby,rooms & shares,Room for Rent in Tracy Ca,https://sfbay.craigslist.org/eby/roo/d/tracy-room-for-rent-in-tracy-ca/6974817486.html,2019-09-09,09:27,750.0,dublin / pleasanton / livermore,None,,
California,sfbay,sby,rooms & shares,Private room in Executive new home close to GreatMall,https://sfbay.craigslist.org/sby/roo/d/san-jose-private-room-in-executive-new/6960087141.html,2019-09-09,09:25,650.0,milpitas,130ft2,,
California,sfbay,sby,rooms & shares,"11 x 11ft room Rent incl. WiFi, Cable & Utilities [See pics]",https://sfbay.craigslist.org/sby/roo/d/san-jose-11-11ft-room-rent-incl-wifi/6972802350.html,2019-09-09,09:22,700.0,san jose east,125ft2,,
California,sfbay,sby,sublets & temporary,"Beautiful & Quiet Fully-Furnished, One-Bedroom Apt.",https://sfbay.craigslist.org/sby/sub/d/cupertino-beautiful-quiet-fully/6974711044.html,2019-09-09,08:30,640.0,cupertino,None,,
California,sfbay,eby,rooms & shares,Room available,https://sfbay.craigslist.org/eby/roo/d/concord-room-available/6971204605.html,2019-09-09,08:51,750.0,concord / pleasant hill / martinez,None,,
California,sfbay,nby,rooms & shares,"Room for rent, females only, no kids or pets",https://sfbay.craigslist.org/nby/roo/d/santa-rosa-room-for-rent-females-only/6956564722.html,2019-09-09,08:18,800.0,santa rosa,None,,
California,sfbay,nby,rooms & shares,Room for Rent Bel Marin Keys.,https://sfbay.craigslist.org/nby/roo/d/san-rafael-room-for-rent-bel-marin-keys/6974741167.html,2019-09-09,08:12,800.0,novato,184ft2,,
California,sfbay,sfc,rooms & shares,Furnished Room Available for Rent,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-furnished-room-available/6974693914.html,2019-09-09,08:53,560.0,financial district,None,,
California,sfbay,sby,rooms & shares,Master room for rent,https://sfbay.craigslist.org/sby/roo/d/santa-clara-master-room-for-rent/6954083574.html,2019-09-09,08:50,800.0,santa clara,None,,
California,sfbay,sby,rooms & shares,Bedroom (Senior Living) in nice house!,https://sfbay.craigslist.org/sby/roo/d/san-jose-bedroom-senior-living-in-nice/6968957169.html,2019-09-09,08:49,750.0,san jose north,1000ft2,,
California,sfbay,sby,rooms & shares,Full furnished Bedroom and nice house,https://sfbay.craigslist.org/sby/roo/d/cupertino-full-furnished-bedroom-and/6974664280.html,2019-09-09,08:23,560.0,cupertino,None,,
California,sfbay,sby,rooms & shares,SFH  卧室 出租 room for rent  $800,https://sfbay.craigslist.org/sby/roo/d/milpitas-sfh-room-for-rent-800/6972510455.html,2019-09-09,08:06,750.0,milpitas,100ft2,,
California,sfbay,sfc,rooms & shares,Nice room with Private bath & Paid Utilities,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-nice-room-with-private/6970386305.html,2019-09-09,07:40,850.0,ingleside / sfsu / ccsf,200ft2,,
California,sfbay,eby,rooms & shares,Furnished Room _All included_Martinez (border PH),https://sfbay.craigslist.org/eby/roo/d/pleasant-hill-furnished-room-all/6974624474.html,2019-09-09,05:35,755.0,concord / pleasant hill / martinez,125ft2,,
California,sfbay,sby,rooms & shares,$800 Single home Room for rent,https://sfbay.craigslist.org/sby/roo/d/san-jose-800-single-home-room-for-rent/6974568130.html,2019-09-09,00:10,800.0,san jose south,None,,
California,sfbay,pen,rooms & shares,Room for Rent,https://sfbay.craigslist.org/pen/roo/d/daly-city-room-for-rent/6974553002.html,2019-09-08,22:21,930.0,daly city,None,,
California,sfbay,eby,rooms & shares,Room For Rent,https://sfbay.craigslist.org/eby/roo/d/concord-room-for-rent/6964081935.html,2019-09-08,21:48,750.0,concord / pleasant hill / martinez,110ft2,,
California,sfbay,sby,rooms & shares,Se renta cuarto en $800,https://sfbay.craigslist.org/sby/roo/d/san-jose-se-renta-cuarto-en-800/6974544006.html,2019-09-08,21:37,800.0,san jose downtown,10ft2,,
California,sfbay,sfc,sublets & temporary,Medium size room near Dolores Park,https://sfbay.craigslist.org/sfc/sub/d/medium-size-room-near-dolores-park/6974519556.html,2019-09-08,20:08,700.0,castro,None,,
California,sfbay,eby,rooms & shares,Next to CONCORD BART for SINGLE professional/STUDENT,https://sfbay.craigslist.org/eby/roo/d/concord-next-to-concord-bart-for-single/6974523393.html,2019-09-08,20:19,750.0,concord / pleasant hill / martinez,None,,
California,sfbay,nby,rooms & shares,Roommate Wanted (Glen Ellen),https://sfbay.craigslist.org/nby/roo/d/glen-ellen-roommate-wanted-glen-ellen/6972091464.html,2019-09-08,20:57,600.0,sonoma,800ft2,,
California,sfbay,pen,rooms & shares,Commuter -converted living room (private) + shared bath,https://sfbay.craigslist.org/pen/roo/d/san-mateo-commuter-converted-living/6974518060.html,2019-09-08,20:03,799.0,san mateo,None,,
California,sfbay,sfc,rooms & shares,Room for Rent Ingleside Oct. 1st!,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-room-for-rent-ingleside/6971024820.html,2019-09-08,20:16,720.0,ingleside / sfsu / ccsf,105ft2,,
California,sfbay,eby,rooms & shares,Room available for woman in Geeky Household,https://sfbay.craigslist.org/eby/roo/d/concord-room-available-for-woman-in/6974506248.html,2019-09-08,19:33,600.0,concord / pleasant hill / martinez,None,,
California,sfbay,pen,rooms & shares,"Converted living room,pet friendly,10min walk to Bart",https://sfbay.craigslist.org/pen/roo/d/daly-city-converted-living-roompet/6971014159.html,2019-09-08,19:23,910.0,daly city,None,,
California,sfbay,pen,sublets & temporary,Commuter Room in Mountain View - Available Now,https://sfbay.craigslist.org/pen/sub/d/mountain-view-commuter-room-in-mountain/6954084024.html,2019-09-08,17:41,700.0,mountain view,None,,
California,sfbay,sfc,sublets & temporary,PRIVATE ROOM September 25th-November 1,https://sfbay.craigslist.org/sfc/sub/d/san-francisco-private-room-september/6974459676.html,2019-09-08,17:48,750.0,sunset / parkside,None,,
California,sfbay,sby,sublets & temporary,weekly or monthly room,https://sfbay.craigslist.org/sby/sub/d/cupertino-weekly-or-monthly-room/6956170576.html,2019-09-08,17:45,500.0,cupertino,144ft2,,
California,sfbay,eby,rooms & shares,雅房出租,https://sfbay.craigslist.org/eby/roo/d/union-city/6974454666.html,2019-09-08,17:38,500.0,fremont / union city / newark,None,,
California,sfbay,eby,rooms & shares,Seeking Male Naturalist,https://sfbay.craigslist.org/eby/roo/d/knightsen-seeking-male-naturalist/6968932217.html,2019-09-08,17:33,725.0,brentwood / oakley,1800ft2,,
California,sfbay,sfc,rooms & shares,Private Quiet Fully Furnished Bedroom - Perfect for Students!,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-private-quiet-fully/6957423923.html,2019-09-08,17:18,850.0,visitacion valley,120ft2,,
California,sfbay,sby,rooms & shares,Easy going roommates nice house cute room,https://sfbay.craigslist.org/sby/roo/d/milpitas-easy-going-roommates-nice/6974437242.html,2019-09-08,17:56,800.0,milpitas,None,,
California,sfbay,eby,rooms & shares,Gay man housemate needed 🌈 Vallejo,https://sfbay.craigslist.org/eby/roo/d/vallejo-gay-man-housemate-needed-vallejo/6963643997.html,2019-09-08,16:30,650.0,glen cove,100ft2,,
California,sfbay,eby,rooms & shares,Gay Male to share house in Vallejo🧿,https://sfbay.craigslist.org/eby/roo/d/vallejo-gay-male-to-share-house-in/6963644336.html,2019-09-08,16:29,650.0,vallejo / benicia,100ft2,,
California,sfbay,pen,rooms & shares,Large private bedroom close to DC BART,https://sfbay.craigslist.org/pen/roo/d/daly-city-large-private-bedroom-close/6958345199.html,2019-09-08,16:40,695.0,daly city,120ft2,,
California,sfbay,sfc,rooms & shares,Beautiful Bedroom for rent   單房出租,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-beautiful-bedroom-for/6974402588.html,2019-09-08,16:01,800.0,silver/san burno,None,,
California,sfbay,scz,rooms & shares,Cabin for rent in sunny Bonny Doon,https://sfbay.craigslist.org/scz/roo/d/santa-cruz-cabin-for-rent-in-sunny/6974418429.html,2019-09-08,16:28,800.0,santa cruz,None,,
