State or Country,Region,Subregion,Housing Category,Post ID,Repost of (Post ID),Title,URL,Date Posted,Time Posted,Price,Location,Post has Image,Post has Geotag,Bedrooms,Area
california,sfbay,pen,apts & housing for rent,7148886186,7120449397,Cottage - Downtown Palo Alto - 1BR / 1BA w/ Hardwood Floors,https://sfbay.craigslist.org/pen/apa/d/palo-alto-cottage-downtown-palo-alto/7148886186.html,2020-07-17,14:21,$2895,palo alto,True,None,1,620ft2
california,sfbay,pen,apts & housing for rent,7146378671,7136567950,"Reduced, Downtown 2BR, 1.5BATownhouse Style",https://sfbay.craigslist.org/pen/apa/d/palo-alto-reduced-downtown-2br/7146378671.html,2020-07-17,15:53,$3100,palo alto,True,None,2,None
california,sfbay,pen,apts & housing for rent,7147755294,7139612815,"Spacious 2 BR 1 BA, downtown, Bargain Priced",https://sfbay.craigslist.org/pen/apa/d/palo-alto-spacious-2-br-1-ba-downtown/7147755294.html,2020-07-18,10:13,$2795,palo alto,True,None,2,None
california,sfbay,pen,apts & housing for rent,7156395303,7120450802,UPDATED Spacious 2BR in Downtown Palo Alto!,https://sfbay.craigslist.org/pen/apa/d/palo-alto-updated-spacious-2br-in/7156395303.html,2020-07-17,14:21,$3595,palo alto,True,None,2,850ft2
california,sfbay,pen,apts & housing for rent,7161293065,7081266317,2.5 Bed/1.5 Bath Available now in Downtown Palo Alto,https://sfbay.craigslist.org/pen/apa/d/palo-alto-25-bed-15-bath-available-now/7161293065.html,2020-07-17,17:33,$5500,palo alto,True,None,2,1300ft2
california,sfbay,pen,apts & housing for rent,7156537346,None,DOWNTOWN GROUND FLOOR UNIT FOR RENT!,https://sfbay.craigslist.org/pen/apa/d/palo-alto-downtown-ground-floor-unit/7156537346.html,2020-07-16,16:19,$4100,palo alto,True,None,2,1143ft2
california,sfbay,pen,apts & housing for rent,7158090826,7105106675,Newly Remodeled 2 Bedroom Apartment in Downtown Palo Alto,https://sfbay.craigslist.org/pen/apa/d/palo-alto-newly-remodeled-2-bedroom/7158090826.html,2020-07-16,22:25,$3500,palo alto,True,None,2,850ft2
california,sfbay,pen,apts & housing for rent,7160652566,None,"Charming Vintage Studio, Just Steps to Downtown",https://sfbay.craigslist.org/pen/apa/d/palo-alto-charming-vintage-studio-just/7160652566.html,2020-07-16,16:14,$1995,palo alto,True,None,None,400ft2
california,sfbay,pen,apts & housing for rent,7158664504,7138657192,Custom Unit with Amazing Features in Vintage Meditteranean Building in,https://sfbay.craigslist.org/pen/apa/d/palo-alto-custom-unit-with-amazing/7158664504.html,2020-07-13,11:31,$4000,palo alto,True,None,1,555ft2
california,sfbay,pen,apts & housing for rent,7158293660,7119977884,1x1 Bright newly remodeled in the heart of Silicon Valley Unit 3,https://sfbay.craigslist.org/pen/apa/d/palo-alto-1x1-bright-newly-remodeled-in/7158293660.html,2020-07-12,18:57,$2600,palo alto,True,None,1,392ft2
california,sfbay,pen,apts & housing for rent,7158293833,7119977884,1x1 Bright newly remodeled in the heart of Silicon Valley Unit 3,https://sfbay.craigslist.org/pen/apa/d/palo-alto-1x1-bright-newly-remodeled-in/7158293833.html,2020-07-18,10:36,$2600,palo alto,True,None,1,392ft2
california,sfbay,pen,apts & housing for rent,7158295664,7120191381,1x1 Magnificent and Bright Apartment MY FAV! Unit 5,https://sfbay.craigslist.org/pen/apa/d/palo-alto-1x1-magnificent-and-bright/7158295664.html,2020-07-18,10:36,$3000,palo alto,True,None,1,486ft2
california,sfbay,pen,apts & housing for rent,7148791280,None,🔴2BR/2.5BA MIDTOWN PALO ALTO DUPLEX - RELAX WITH A SENSE OF PRIVACY,https://sfbay.craigslist.org/pen/apa/d/palo-alto-2br-25ba-midtown-palo-alto/7148791280.html,2020-07-17,09:06,$3750,palo alto,True,None,2,1200ft2
california,sfbay,pen,apts & housing for rent,7151144623,None,"🔴UNIQUE, MIDTOWN PALO ALTO DUPLEX-2 BD/2 ½ BA: Artistic, Contemporary",https://sfbay.craigslist.org/pen/apa/d/palo-alto-unique-midtown-palo-alto/7151144623.html,2020-07-16,12:24,$3750,palo alto,True,None,2,1200ft2
california,sfbay,pen,apts & housing for rent,7157679285,None,"🔴 You'll Love Living in Midtown PA, Fabulous 2BD, 2.5BA Duplex Home",https://sfbay.craigslist.org/pen/apa/d/palo-alto-youll-love-living-in-midtown/7157679285.html,2020-07-15,14:40,$3750,palo alto,True,None,2,1200ft2
california,sfbay,pen,apts & housing for rent,7161649999,None,"🔴2BR/2.5BA MIDTOWN PALO ALTO - BRIGHT, LOVELY, PRIVATE",https://sfbay.craigslist.org/pen/apa/d/palo-alto-2br-25ba-midtown-palo-alto/7161649999.html,2020-07-18,12:22,$3750,palo alto,True,None,2,1200ft2
california,sfbay,pen,apts & housing for rent,7157148231,7146555541,Beautiful Downtown Palo Alto 1BR/1BA Apartment,https://sfbay.craigslist.org/pen/apa/d/palo-alto-beautiful-downtown-palo-alto/7157148231.html,2020-07-15,10:46,$3595,palo alto,True,None,1,1000ft2
california,sfbay,pen,apts & housing for rent,7158293015,7119915924,1x1 Bright newly remodeled in the heart of Silicon Valley Unit 1,https://sfbay.craigslist.org/pen/apa/d/palo-alto-1x1-bright-newly-remodeled-in/7158293015.html,2020-07-18,10:34,$2888,palo alto,True,None,1,495ft2
california,sfbay,pen,apts & housing for rent,7158293368,7119921530,0x1 Newly renovated studio in magnificent location Unit 2,https://sfbay.craigslist.org/pen/apa/d/palo-alto-0x1-newly-renovated-studio-in/7158293368.html,2020-07-18,10:34,$2320,palo alto,True,None,None,299ft2
california,sfbay,pen,apts & housing for rent,7158295498,7119991440,2x1 Wonderful apartment in prestigious location  Unit 4,https://sfbay.craigslist.org/pen/apa/d/palo-alto-2x1-wonderful-apartment-in/7158295498.html,2020-07-18,10:36,$3650,palo alto,True,None,2,721ft2
california,sfbay,pen,apts & housing for rent,7146121608,7117277972,Unit 1 Magnificent Apartment in the heart of Silicon Valley,https://sfbay.craigslist.org/pen/apa/d/palo-alto-unit-1-magnificent-apartment/7146121608.html,2020-07-14,18:47,$2888,palo alto,True,None,1,495ft2
california,sfbay,pen,apts & housing for rent,7146121832,7117276695,Unit 2 Renovated Studio in magnificent location,https://sfbay.craigslist.org/pen/apa/d/palo-alto-unit-2-renovated-studio-in/7146121832.html,2020-07-14,18:48,$2320,palo alto,True,None,None,299ft2
california,sfbay,pen,apts & housing for rent,7146119374,7117280637,Unit 4 Magnificent Apartment in the Heart of Silicon Valley,https://sfbay.craigslist.org/pen/apa/d/palo-alto-unit-4-magnificent-apartment/7146119374.html,2020-07-14,18:48,$3650,palo alto,True,None,2,721ft2
california,sfbay,pen,apts & housing for rent,7158295885,7120233610,3.5 x 1 First Class apartment in Downtown Palo Alto Unit 6,https://sfbay.craigslist.org/pen/apa/d/palo-alto-35-1-first-class-apartment-in/7158295885.html,2020-07-18,10:37,$6888,palo alto,True,None,3,2132ft2
california,sfbay,pen,apts & housing for rent,7146118977,7117281490,Unit 5 Bright Apartment in the Heart of Palo Alto,https://sfbay.craigslist.org/pen/apa/d/palo-alto-unit-5-bright-apartment-in/7146118977.html,2020-07-14,18:49,$3000,palo alto,True,None,1,486ft2
california,sfbay,pen,apts & housing for rent,7158296052,7120214578,"2x2 Spectacular Apartment for Lovers of Luxury,Detail and Art Unit 251",https://sfbay.craigslist.org/pen/apa/d/palo-alto-2x2-spectacular-apartment-for/7158296052.html,2020-07-18,10:37,$6444,palo alto,True,None,2,1414ft2
california,sfbay,pen,apts & housing for rent,7146119617,7117278960,Unit 3 Beautiful Apartment in the Heart of Silicon Valley,https://sfbay.craigslist.org/pen/apa/d/palo-alto-unit-3-beautiful-apartment-in/7146119617.html,2020-07-14,18:48,$2600,palo alto,True,None,1,392ft2
california,sfbay,pen,apts & housing for rent,7146118593,7117275040,Unit 6 Gorgeous Apartment in prestigious Downtown Palo Alto,https://sfbay.craigslist.org/pen/apa/d/palo-alto-unit-6-gorgeous-apartment-in/7146118593.html,2020-07-14,18:51,$6888,palo alto,True,None,3,2132ft2
california,sfbay,pen,apts & housing for rent,7146118104,7117272687,Unit 251 Stunning Apartment in the Best Location in Silicon Valley,https://sfbay.craigslist.org/pen/apa/d/palo-alto-unit-251-stunning-apartment/7146118104.html,2020-07-15,10:14,$6444,palo alto,True,None,2,1414ft2
california,sfbay,pen,apts & housing for rent,7158794939,7138349484,Charming Cozy Studio in Palo Alto,https://sfbay.craigslist.org/pen/apa/d/palo-alto-charming-cozy-studio-in-palo/7158794939.html,2020-07-13,14:38,$2200,palo alto,True,None,None,275ft2
california,sfbay,pen,apts & housing for rent,7158663358,7138334563,"Fantastic Location, Vintage Stunner In Downtown Palo Alto!!!",https://sfbay.craigslist.org/pen/apa/d/palo-alto-fantastic-location-vintage/7158663358.html,2020-07-13,11:30,$3000,palo alto,True,None,1,502ft2
california,sfbay,pen,apts & housing for rent,7162342523,6764063176,1 BD Unit in Gorgeous Victorian within Walking Distance to Downtown PA,https://sfbay.craigslist.org/pen/apa/d/palo-alto-1-bd-unit-in-gorgeous/7162342523.html,2020-07-19,15:34,$2950,palo alto,True,None,1,550ft2
california,sfbay,pen,apts & housing for rent,7161111162,None,Spacious 2 Bedroom / 1 Bath - Remodeled Kitchen - Private Patio,https://sfbay.craigslist.org/pen/apa/d/palo-alto-spacious-2-bedroom-1-bath/7161111162.html,2020-07-17,12:52,$3295,palo alto,True,None,2,1000ft2
california,sfbay,pen,apts & housing for rent,7161145552,7116577322,Modern Luxury 1 BR Apartment in Downtown Palo Alto!,https://sfbay.craigslist.org/pen/apa/d/palo-alto-modern-luxury-1-br-apartment/7161145552.html,2020-07-17,14:04,$3695,palo alto,True,None,1,750ft2
california,sfbay,pen,apts & housing for rent,7158662801,7138329846,Stunning Palo Alto Retreat!!!,https://sfbay.craigslist.org/pen/apa/d/palo-alto-stunning-palo-alto-retreat/7158662801.html,2020-07-13,11:29,$3500,palo alto,True,None,2,690ft2
california,sfbay,pen,apts & housing for rent,7158190318,7060362144,CHARMING PALO ALTO CONDO FOR RENT,https://sfbay.craigslist.org/pen/apa/d/palo-alto-charming-palo-alto-condo-for/7158190318.html,2020-07-12,16:15,$4500,palo alto,True,None,2,1392ft2
california,sfbay,pen,apts & housing for rent,7160110200,None,Master Bedroom in 3Br 3Ba on Channing Ave in Downtown PA,https://sfbay.craigslist.org/pen/apa/d/palo-alto-master-bedroom-in-3br-3ba-on/7160110200.html,2020-07-15,18:21,$1785,palo alto,True,None,1,None
california,sfbay,pen,apts & housing for rent,7159183250,None,"Amazing 2 bed+office+family rm PENTHOUSE 2,000sf*ONE-LEVEL*-RENOVATED!",https://sfbay.craigslist.org/pen/apa/d/palo-alto-amazing-2-bedofficefamily-rm/7159183250.html,2020-07-14,09:37,$7500,palo alto,True,None,2,2000ft2
california,sfbay,pen,apts & housing for rent,7158855972,7134283318,"Beautiful 3 bedrom, 2 bath in Palo Alto! ""Bt Properties""",https://sfbay.craigslist.org/pen/apa/d/palo-alto-beautiful-3-bedrom-2-bath-in/7158855972.html,2020-07-13,16:26,$4500,palo alto,True,None,3,None
california,sfbay,pen,apts & housing for rent,7160075190,7139407955,"Beautiful 3 bedrom, 2 bath in Palo Alto! ""Bt Properties""",https://sfbay.craigslist.org/pen/apa/d/palo-alto-beautiful-3-bedrom-2-bath-in/7160075190.html,2020-07-15,17:01,$4500,palo alto,True,None,3,None
california,sfbay,pen,apts & housing for rent,7161269318,7132661374,"Beautiful 3 bedrom, 2 bath in Palo Alto! ""Bt Properties""",https://sfbay.craigslist.org/pen/apa/d/palo-alto-beautiful-3-bedrom-2-bath-in/7161269318.html,2020-07-17,16:27,$4500,palo alto,True,None,3,None
california,sfbay,pen,apts & housing for rent,7161050942,7133521620,Charming Downtown Apartment,https://sfbay.craigslist.org/pen/apa/d/palo-alto-charming-downtown-apartment/7161050942.html,2020-07-17,10:58,$2750,palo alto,True,None,1,None
california,sfbay,pen,apts & housing for rent,7156566882,None,Walk to Downtown Palo Alto! Charming house in historic Professorville,https://sfbay.craigslist.org/pen/apa/d/palo-alto-walk-to-downtown-palo-alto/7156566882.html,2020-07-18,09:28,$4550,palo alto,True,None,2,1000ft2
california,sfbay,pen,apts & housing for rent,7162345324,7157742433,$4500/3br in downtown Palo Alto - great location!,https://sfbay.craigslist.org/pen/apa/d/palo-alto-br-in-downtown-palo-alto/7162345324.html,2020-07-19,15:40,$4500,palo alto,True,None,3,1750ft2
california,sfbay,pen,apts & housing for rent,7151531044,7135940777,"4b/3b Downtown Palo Alto Exec. Apt, Premium Upgrades",https://sfbay.craigslist.org/pen/apa/d/palo-alto-4b-3b-downtown-palo-alto-exec/7151531044.html,2020-07-18,07:38,$5950,palo alto,True,None,4,1350ft2
california,sfbay,pen,apts & housing for rent,7150425755,7126917466,Gorgeous Downtown Palo Alto 2 Bed 1 Bath,https://sfbay.craigslist.org/pen/apa/d/palo-alto-gorgeous-downtown-palo-alto-2/7150425755.html,2020-07-17,20:01,$3495,palo alto,True,None,2,900ft2
california,sfbay,pen,apts & housing for rent,7158608105,6543696046,"4 BR, 2 BA Spacious Craftsman House in Palo Alto",https://sfbay.craigslist.org/pen/apa/d/palo-alto-4-br-2-ba-spacious-craftsman/7158608105.html,2020-07-13,10:18,$6500,palo alto,True,None,4,2000ft2
california,sfbay,pen,apts & housing for rent,7159683816,7144688891,Beautiful 2 Bed 2 Bath near Downtown Palo Alto,https://sfbay.craigslist.org/pen/apa/d/palo-alto-beautiful-2-bed-2-bath-near/7159683816.html,2020-07-15,07:06,$4200,palo alto,True,None,2,None
california,sfbay,pen,apts & housing for rent,7161400177,7144688891,Beautiful 2 Bed 2 Bath near Downtown Palo Alto,https://sfbay.craigslist.org/pen/apa/d/palo-alto-beautiful-2-bed-2-bath-near/7161400177.html,2020-07-17,23:43,$4200,palo alto,True,None,2,None
california,sfbay,pen,apts & housing for rent,7145557250,None,Charming 2 BR Cottage in Old Palo Alto,https://sfbay.craigslist.org/pen/apa/d/palo-alto-charming-2-br-cottage-in-old/7145557250.html,2020-07-17,14:21,$4595,palo alto,True,None,2,1010ft2
california,sfbay,pen,apts & housing for rent,7161300485,None,2br - Single family house near Downtown Palo Alto,https://sfbay.craigslist.org/pen/apa/d/palo-alto-2br-single-family-house-near/7161300485.html,2020-07-17,17:33,$3050,palo alto,True,None,2,660ft2
california,sfbay,pen,apts & housing for rent,7158352148,None,"Stunning home w/big outdoor area, pool/spa, a/c and pool table",https://sfbay.craigslist.org/pen/apa/d/atherton-stunning-home-big-outdoor-area/7158352148.html,2020-07-19,12:27,$11800,atherton,True,None,4,2900ft2
california,sfbay,pen,apts & housing for rent,7160747038,6773284399,3bd/2Ba House - Private Pool & Spa,https://sfbay.craigslist.org/pen/apa/d/palo-alto-3bd-2ba-house-private-pool-spa/7160747038.html,2020-07-16,20:10,$5500,palo alto,True,None,3,1450ft2
california,sfbay,pen,apts & housing for rent,7158594260,6935651565,Top Floor ~Walk In Closet  ~ 1x1 In Menlo Park~ Walkable to Palo Alto,https://sfbay.craigslist.org/pen/apa/d/menlo-park-top-floor-walk-in-closet-1x1/7158594260.html,2020-07-13,10:01,$2275,menlo park,True,None,1,700ft2
california,sfbay,pen,apts & housing for rent,7158602643,6935651565,Walk In Closet  ~ MOVE IN SPECIAL ~Walkable to Palo Alto,https://sfbay.craigslist.org/pen/apa/d/menlo-park-walk-in-closet-move-in/7158602643.html,2020-07-13,10:11,$2275,menlo park,True,None,1,700ft2
california,sfbay,pen,apts & housing for rent,7158624241,6935651565,Close to Palo Alto ~Walk In Closet  ~ 1x1 In Menlo Park~,https://sfbay.craigslist.org/pen/apa/d/menlo-park-close-to-palo-alto-walk-in/7158624241.html,2020-07-13,10:46,$2275,menlo park,True,None,1,700ft2
california,sfbay,pen,apts & housing for rent,7158627648,6982185700,1 bedroom apartment on Quiet Shady Street! MOVE IN BONUS $$$,https://sfbay.craigslist.org/pen/apa/d/menlo-park-1-bedroom-apartment-on-quiet/7158627648.html,2020-07-13,10:44,$2265,menlo park,True,None,1,600ft2
california,sfbay,pen,apts & housing for rent,7158647985,6935651565,Large Open 1 Bedroom ~ 1x1 In Menlo Park~ Four Weeks Free,https://sfbay.craigslist.org/pen/apa/d/menlo-park-large-open-1-bedroom-1x1-in/7158647985.html,2020-07-13,11:23,$2275,menlo park,True,None,1,700ft2
california,sfbay,pen,apts & housing for rent,7158863656,6935651565,CALL FOR ONE FREE MONTH    ~ 1x1 In Menlo Park~ Walkable to Palo Alto,https://sfbay.craigslist.org/pen/apa/d/menlo-park-call-for-one-free-month-1x1/7158863656.html,2020-07-13,16:41,$2275,menlo park,True,None,1,700ft2
california,sfbay,pen,apts & housing for rent,7159288460,6935651565,Walk To Palo~Huge  Closet  ~ 1x1 In Menlo Park~ Four Weeks Free,https://sfbay.craigslist.org/pen/apa/d/menlo-park-walk-to-palohuge-closet-1x1/7159288460.html,2020-07-14,11:54,$2275,menlo park,True,None,1,700ft2
california,sfbay,pen,apts & housing for rent,7160070701,6935651565,Top Floor ~Walk In Closet  ~ 1x1 In Menlo Park~ Walkable to Palo Alto,https://sfbay.craigslist.org/pen/apa/d/menlo-park-top-floor-walk-in-closet-1x1/7160070701.html,2020-07-15,16:52,$2275,menlo park,True,None,1,700ft2
california,sfbay,pen,apts & housing for rent,7162284710,6935651565,$2265 Large Open 1 Bedroom ~ 1x1 In Menlo Park~ With 4  Weeks s Free,https://sfbay.craigslist.org/pen/apa/d/menlo-park-2265-large-open-1-bedroom/7162284710.html,2020-07-19,13:52,$2265,menlo park,True,None,1,700ft2
california,sfbay,pen,apts & housing for rent,7161156490,6982185700,1 bedroom apartment on Quiet Shady Street!,https://sfbay.craigslist.org/pen/apa/d/menlo-park-1-bedroom-apartment-on-quiet/7161156490.html,2020-07-17,13:21,$2265,menlo park,True,None,1,600ft2
california,sfbay,pen,apts & housing for rent,7161691235,6982185700,1 month free w/ 12 month lease - Apartment on Quiet Shady Street!,https://sfbay.craigslist.org/pen/apa/d/menlo-park-1-month-free-12-month-lease/7161691235.html,2020-07-18,11:54,$2265,menlo park,True,None,1,600ft2
california,sfbay,pen,apts & housing for rent,7156936046,7136061688,Remodeled 1 bd. downstairs apt. ALL utilities inluded! Bonus!,https://sfbay.craigslist.org/pen/apa/d/menlo-park-remodeled-1-bd-downstairs/7156936046.html,2020-07-17,10:54,$2300,menlo park,True,None,1,520ft2
california,sfbay,pen,apts & housing for rent,7159816026,6557220132,Two bedroom one bath in Menlo park,https://sfbay.craigslist.org/pen/apa/d/palo-alto-two-bedroom-one-bath-in-menlo/7159816026.html,2020-07-15,10:14,$2595,menlo park,True,None,2,650ft2
california,sfbay,pen,apts & housing for rent,7159898360,None,Move-In Special,https://sfbay.craigslist.org/pen/apa/d/menlo-park-move-in-special/7159898360.html,2020-07-15,12:14,$2595,menlo park,True,None,2,950ft2
california,sfbay,pen,apts & housing for rent,7156389602,None,PRIME LOCATION PROFESSORVILLE HOME FOR LEASE.CLOSE TO DOWNTOWN/ADDISON,https://sfbay.craigslist.org/pen/apa/d/palo-alto-prime-location-professorville/7156389602.html,2020-07-16,11:58,$6200,palo alto,True,None,3,1207ft2
california,sfbay,pen,apts & housing for rent,7156410201,None,PRIME LOCATION PROFESSORVILLE HOME FOR LEASE.CLOSE TO DOWNTOWN/ADDISON,https://sfbay.craigslist.org/pen/apa/d/palo-alto-prime-location-professorville/7156410201.html,2020-07-16,11:58,$6200,Palo Alto /Professorville,True,None,3,1207ft2
california,sfbay,pen,apts & housing for rent,7160670548,None,Spacious 2 Bdrm 1 Bth Garden Setting in Menlo Park! Available Now!,https://sfbay.craigslist.org/pen/apa/d/menlo-park-spacious-2-bdrm-1-bth-garden/7160670548.html,2020-07-16,16:51,$2850,menlo park,True,None,2,None
california,sfbay,pen,apts & housing for rent,7160672197,None,pacious 1 Bdrm 1 Bth Apartment Garden Setting Menlo Park!,https://sfbay.craigslist.org/pen/apa/d/menlo-park-pacious-1-bdrm-1-bth/7160672197.html,2020-07-16,17:04,$2545,menlo park,True,None,1,None
california,sfbay,pen,apts & housing for rent,7161286571,None,Spacious 2 Bdrm 1 Bth Garden Setting in Menlo Park!,https://sfbay.craigslist.org/pen/apa/d/menlo-park-spacious-2-bdrm-1-bth-garden/7161286571.html,2020-07-17,17:03,$2850,menlo park,True,None,2,None
california,sfbay,pen,apts & housing for rent,7161288471,None,Spacious 1 Bdrm 1 Bth Apartment Garden Setting Menlo Park!,https://sfbay.craigslist.org/pen/apa/d/menlo-park-spacious-1-bdrm-1-bth/7161288471.html,2020-07-17,17:07,$2545,menlo park,True,None,1,None
california,sfbay,pen,apts & housing for rent,7159447449,7126328157,Private 2 Bedroom With Washer & Dryer ~Hardwood Floors,https://sfbay.craigslist.org/pen/apa/d/menlo-park-private-2-bedroom-with/7159447449.html,2020-07-14,16:02,$3205,menlo park,True,None,2,915ft2
california,sfbay,pen,apts & housing for rent,7159447746,7126328157,Ground Floor 2 Bedroom With Washer & Dryer ~Hardwood Floors,https://sfbay.craigslist.org/pen/apa/d/menlo-park-ground-floor-2-bedroom-with/7159447746.html,2020-07-14,16:02,$3205,menlo park,True,None,2,915ft2
california,sfbay,pen,apts & housing for rent,7162283279,7126328157,Hidden Gem In Menlo Park ~  yard ~ ~Hardwood Floors,https://sfbay.craigslist.org/pen/apa/d/menlo-park-hidden-gem-in-menlo-park/7162283279.html,2020-07-19,13:46,$3175,menlo park,True,None,2,915ft2
california,sfbay,pen,apts & housing for rent,7158603510,7042024508,Hardwood Floor remodeled 2 bedroom unit - Great Location,https://sfbay.craigslist.org/pen/apa/d/menlo-park-hardwood-floor-remodeled-2/7158603510.html,2020-07-13,10:13,$3175,menlo park,True,None,2,950ft2
california,sfbay,pen,apts & housing for rent,7161683940,7042024508,Hardwood Floor remodeled 2 bedroom unit - Great Location,https://sfbay.craigslist.org/pen/apa/d/menlo-park-hardwood-floor-remodeled-2/7161683940.html,2020-07-18,11:45,$3175,menlo park,True,None,2,950ft2
california,sfbay,pen,apts & housing for rent,7162200324,7042024508,Hardwood Floor remodeled 2 bedroom unit - Great Location,https://sfbay.craigslist.org/pen/apa/d/menlo-park-hardwood-floor-remodeled-2/7162200324.html,2020-07-19,11:34,$3175,menlo park,True,None,2,950ft2
california,sfbay,pen,apts & housing for rent,7144290988,7124147115,Location / Location / Location! - 778 Coleman Avenue #I,https://sfbay.craigslist.org/pen/apa/d/menlo-park-location-location-location/7144290988.html,2020-07-17,11:25,$2050,menlo park,True,None,1,None
california,sfbay,pen,apts & housing for rent,7155099306,None,"Southgate Delight -Walk to Stanford & dwntn, Heart of Palo Alto",https://sfbay.craigslist.org/pen/apa/d/palo-alto-southgate-delight-walk-to/7155099306.html,2020-07-13,13:38,$2550,palo alto,True,None,1,650ft2
california,sfbay,pen,apts & housing for rent,7158647159,None,California Spanish bungalow on a private lot 3bd/2ba,https://sfbay.craigslist.org/pen/apa/d/palo-alto-california-spanish-bungalow/7158647159.html,2020-07-13,11:09,$6750,Old Palo Alto,True,None,3,1600ft2
california,sfbay,pen,apts & housing for rent,7158621312,7074899922,"Great 2 bedroom for rent , Lovely Menlo Park",https://sfbay.craigslist.org/pen/apa/d/menlo-park-great-2-bedroom-for-rent/7158621312.html,2020-07-13,10:36,$2895,menlo park,True,None,2,900ft2
california,sfbay,pen,apts & housing for rent,7160074261,6935651565,Great Building   ~2x1 ~Excellent Schools~ 1 Month Free,https://sfbay.craigslist.org/pen/apa/d/menlo-park-great-building-2x1-excellent/7160074261.html,2020-07-15,16:59,$2895,menlo park,True,None,2,900ft2
california,sfbay,pen,apts & housing for rent,7162317702,7074899922,"Great 2 bedroom for rent , Lovely Menlo Park",https://sfbay.craigslist.org/pen/apa/d/menlo-park-great-2-bedroom-for-rent/7162317702.html,2020-07-19,14:47,$2895,menlo park,True,None,2,900ft2
california,sfbay,pen,apts & housing for rent,7144703212,7104955463,Charming 2 Bedroom Home In Mid-Town Palo Alto @ 2599 Waverley St,https://sfbay.craigslist.org/pen/apa/d/palo-alto-charming-2-bedroom-home-in/7144703212.html,2020-07-15,16:03,$4399,palo alto,True,None,2,1131ft2
california,sfbay,pen,apts & housing for rent,7147837113,6595523740,"Professorville | 4 BR 3.5 BA | 3,068 sq. ft | 11575 SF Lot | + Studio",https://sfbay.craigslist.org/pen/apa/d/palo-alto-professorville-4-br-35-ba-sq/7147837113.html,2020-07-14,07:33,$13995,palo alto,True,None,4,3068ft2
california,sfbay,pen,apts & housing for rent,7147845054,7104955463,Charming 2 Bedroom Home In Mid-Town Palo Alto @ 2599 Waverley St,https://sfbay.craigslist.org/pen/apa/d/palo-alto-charming-2-bedroom-home-in/7147845054.html,2020-07-15,16:03,$4850,palo alto,True,None,2,1131ft2
california,sfbay,pen,apts & housing for rent,7149155991,7134354232,2 Story townhome in a convention location of downtown Palo Alto,https://sfbay.craigslist.org/pen/apa/d/palo-alto-2-story-townhome-in/7149155991.html,2020-07-15,15:01,$4950,palo alto,True,None,3,1183ft2
california,sfbay,pen,apts & housing for rent,7151530961,6907956618,"3b/2b Downtown Palo Alto Exec. Apt, Premium Upgrades",https://sfbay.craigslist.org/pen/apa/d/palo-alto-3b-2b-downtown-palo-alto-exec/7151530961.html,2020-07-12,19:18,$4650,palo alto,True,None,3,1150ft2
california,sfbay,pen,apts & housing for rent,7152095024,7137207928,***PRICE REDUCED!***Downtown 3Bd/2Ba Walker's Paradise!,https://sfbay.craigslist.org/pen/apa/d/palo-alto-price-reduceddowntown-3bd-2ba/7152095024.html,2020-07-16,21:07,$4900,palo alto,True,None,3,1400ft2
california,sfbay,pen,apts & housing for rent,7158279024,None,Old Palo Alto Unit For Rent,https://sfbay.craigslist.org/pen/apa/d/palo-alto-old-palo-alto-unit-for-rent/7158279024.html,2020-07-12,17:33,$4400,palo alto,True,None,3,1300ft2
california,sfbay,pen,apts & housing for rent,7158342321,6907956618,"3b/2b Downtown Palo Alto, Premium Upgrades",https://sfbay.craigslist.org/pen/apa/d/palo-alto-3b-2b-downtown-palo-alto/7158342321.html,2020-07-12,20:39,$4950,palo alto,True,None,3,1000ft2
california,sfbay,pen,apts & housing for rent,7158356097,None,Beautiful craftsman single family home 3 bed/1 bath in Professorville,https://sfbay.craigslist.org/pen/apa/d/palo-alto-beautiful-craftsman-single/7158356097.html,2020-07-15,10:00,$6299,palo alto,True,None,3,1300ft2
california,sfbay,pen,apts & housing for rent,7158691459,6900470655,Charming Downtown Palo Alto Home,https://sfbay.craigslist.org/pen/apa/d/palo-alto-charming-downtown-palo-alto/7158691459.html,2020-07-13,12:06,$6995,palo alto,True,None,4,None
california,sfbay,pen,apts & housing for rent,7158889365,7154084119,Beautifully Renovated 2 Bedroom - Prime Palo Alto Location!,https://sfbay.craigslist.org/pen/apa/d/palo-alto-beautifully-renovated-2/7158889365.html,2020-07-13,17:35,$3750,palo alto,True,None,2,None
california,sfbay,pen,apts & housing for rent,7159077994,None,"1br, 1ba",https://slo.craigslist.org/apa/d/palo-alto-1br-1ba/7159077994.html,2020-07-14,07:08,$1355,None,True,None,None,None
california,sfbay,pen,apts & housing for rent,7159947348,None,Palo Alto Downtown location,https://sfbay.craigslist.org/pen/apa/d/palo-alto-palo-alto-downtown-location/7159947348.html,2020-07-19,09:45,$2875,palo alto,True,None,1,600ft2
california,sfbay,pen,apts & housing for rent,7160661220,None,"Charming Vintage Studio, Only a Few Steps to Downtown",https://sfbay.craigslist.org/pen/apa/d/palo-alto-charming-vintage-studio-only/7160661220.html,2020-07-16,16:31,$2025,palo alto,True,None,None,400ft2
california,sfbay,pen,apts & housing for rent,7161165081,None,Rare opportunity in the heart of Downtown Palo Alto,https://sfbay.craigslist.org/pen/apa/d/palo-alto-rare-opportunity-in-the-heart/7161165081.html,2020-07-17,13:33,$5000,palo alto,True,None,2,None
